,gender,emotion,actor,path
50,male,disgust,1,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_01/03-01-07-01-02-01-01.wav
51,male,fear,1,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_01/03-01-06-02-02-02-01.wav
52,male,disgust,1,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_01/03-01-07-02-02-02-01.wav
53,male,disgust,1,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_01/03-01-07-01-02-02-01.wav
54,male,disgust,1,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_01/03-01-07-01-01-02-01.wav
55,male,surprise,1,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_01/03-01-08-01-01-01-01.wav
56,male,surprise,1,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_01/03-01-08-01-02-01-01.wav
57,male,surprise,1,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_01/03-01-08-02-01-01-01.wav
58,male,surprise,1,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_01/03-01-08-02-01-02-01.wav
59,male,disgust,1,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_01/03-01-07-02-01-01-01.wav
60,female,angry,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-01-02.wav
61,female,sad,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-01-02.wav
62,female,happy,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-01-02.wav
63,female,angry,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-02-02.wav
64,female,angry,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-01-02.wav
65,female,angry,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-01-02.wav
66,female,sad,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-02-02.wav
67,female,happy,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-01-02.wav
68,female,calm,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-01-02.wav
69,female,neutral,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-01-01-02-02-02.wav
70,female,calm,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-02-02.wav
71,female,happy,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-01-02.wav
72,female,calm,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-02-02.wav
73,female,sad,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-02-02.wav
74,female,happy,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-01-02.wav
75,female,calm,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-02-02.wav
76,female,neutral,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-01-02.wav
77,female,sad,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-02-02.wav
78,female,neutral,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-02-02.wav
79,female,calm,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-01-02.wav
80,female,calm,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-01-02.wav
81,female,sad,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-01-02.wav
82,female,happy,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-02-02.wav
83,female,angry,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-02-02.wav
84,female,calm,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-02-02.wav
85,female,sad,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-02-02.wav
86,female,happy,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-02-02.wav
87,female,calm,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-01-02.wav
88,female,sad,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-01-02.wav
89,female,neutral,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-01-01-02-01-02.wav
90,female,sad,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-01-02.wav
91,female,angry,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-02-02.wav
92,female,happy,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-02-02.wav
93,female,happy,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-02-02.wav
94,female,disgust,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-07-02-01-01-02.wav
95,female,surprise,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-01-02.wav
96,female,disgust,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-07-02-01-02-02.wav
97,female,fear,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-06-01-02-02-02.wav
98,female,disgust,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-07-01-01-01-02.wav
99,female,surprise,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-08-02-01-02-02.wav
100,female,surprise,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-01-02.wav
101,female,fear,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-02-02.wav
102,female,disgust,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-07-02-02-01-02.wav
103,female,surprise,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-01-02.wav
104,female,fear,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-06-02-01-01-02.wav
105,female,disgust,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-07-02-02-02-02.wav
106,female,surprise,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-08-02-01-01-02.wav
107,female,fear,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-06-01-01-01-02.wav
108,female,angry,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-02-02.wav
109,female,fear,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-06-01-01-02-02.wav
110,female,surprise,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-02-02.wav
111,female,fear,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-01-02.wav
112,female,disgust,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-07-01-02-01-02.wav
113,female,disgust,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-07-01-01-02-02.wav
114,female,disgust,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-07-01-02-02-02.wav
115,female,surprise,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-02-02.wav
116,female,fear,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-06-02-01-02-02.wav
117,female,angry,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-01-02.wav
118,female,fear,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-06-01-02-01-02.wav
119,female,surprise,2,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-02-02.wav
120,male,sad,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-02-03.wav
121,male,sad,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-02-03.wav
122,male,happy,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-01-03.wav
123,male,sad,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-01-03.wav
124,male,happy,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-01-03.wav
125,male,happy,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-02-03.wav
126,male,neutral,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-02-03.wav
127,male,happy,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-01-03.wav
128,male,neutral,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-01-03.wav
129,male,happy,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-02-03.wav
130,male,happy,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-02-03.wav
131,male,happy,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-02-03.wav
132,male,sad,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-01-03.wav
133,male,neutral,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-01-03.wav
134,male,neutral,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-02-03.wav
135,male,calm,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-01-03.wav
136,male,calm,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-01-03.wav
137,male,calm,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-01-03.wav
138,male,calm,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-02-03.wav
139,male,calm,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-02-03.wav
140,male,sad,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-01-03.wav
141,male,sad,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-01-03.wav
142,male,happy,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-01-03.wav
143,male,calm,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-01-03.wav
144,male,calm,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-02-03.wav
145,male,sad,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-02-03.wav
146,male,calm,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-02-03.wav
147,male,fear,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-02-03.wav
148,male,surprise,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-02-03.wav
149,male,angry,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-02-03.wav
150,male,angry,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-01-03.wav
151,male,angry,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-02-03.wav
152,male,surprise,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-01-03.wav
153,male,disgust,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-01-03.wav
154,male,surprise,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-01-03.wav
155,male,angry,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-01-03.wav
156,male,disgust,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-01-03.wav
157,male,disgust,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-02-03.wav
158,male,angry,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-01-03.wav
159,male,disgust,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-02-03.wav
160,male,surprise,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-02-03.wav
161,male,surprise,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-01-03.wav
162,male,fear,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-02-03.wav
163,male,fear,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-01-03.wav
164,male,angry,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-02-03.wav
165,male,fear,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-01-03.wav
166,male,sad,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-02-03.wav
167,male,disgust,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-01-03.wav
168,male,angry,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-01-03.wav
169,male,fear,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-01-03.wav
170,male,fear,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-02-03.wav
171,male,angry,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-02-03.wav
172,male,surprise,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-02-03.wav
173,male,disgust,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-01-03.wav
174,male,disgust,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-02-03.wav
175,male,fear,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-01-03.wav
176,male,fear,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-02-03.wav
177,male,disgust,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-02-03.wav
178,male,surprise,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-02-03.wav
179,male,surprise,3,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-01-03.wav
180,female,calm,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-02-02-02-02-04.wav
181,female,neutral,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-01-01-02-02-04.wav
182,female,calm,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-02-01-01-02-04.wav
183,female,neutral,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-01-01-01-01-04.wav
184,female,calm,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-02-04.wav
185,female,calm,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-02-02-01-02-04.wav
186,female,happy,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-03-01-01-01-04.wav
187,female,calm,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-01-04.wav
188,female,neutral,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-01-01-01-02-04.wav
189,female,happy,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-03-02-01-02-04.wav
190,female,neutral,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-01-01-02-01-04.wav
191,female,calm,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-02-02-02-01-04.wav
192,female,calm,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-02-02-01-01-04.wav
193,female,happy,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-03-01-02-01-04.wav
194,female,happy,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-03-01-01-02-04.wav
195,female,happy,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-03-02-01-01-04.wav
196,female,happy,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-03-01-02-02-04.wav
197,female,calm,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-02-01-01-01-04.wav
198,female,fear,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-06-01-01-02-04.wav
199,female,surprise,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-08-02-01-02-04.wav
200,female,disgust,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-07-01-02-02-04.wav
201,female,sad,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-04-01-02-01-04.wav
202,female,disgust,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-07-02-01-01-04.wav
203,female,surprise,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-08-02-02-02-04.wav
204,female,sad,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-04-02-02-01-04.wav
205,female,disgust,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-07-02-02-02-04.wav
206,female,sad,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-04-01-02-02-04.wav
207,female,sad,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-04-02-01-01-04.wav
208,female,angry,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-02-04.wav
209,female,fear,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-06-01-02-02-04.wav
210,female,fear,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-06-01-01-01-04.wav
211,female,angry,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-05-01-02-01-04.wav
212,female,disgust,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-07-01-01-02-04.wav
213,female,angry,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-01-04.wav
214,female,fear,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-06-02-01-01-04.wav
215,female,angry,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-05-02-01-02-04.wav
216,female,happy,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-03-02-02-01-04.wav
217,female,sad,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-04-01-01-02-04.wav
218,female,fear,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-06-02-02-01-04.wav
219,female,disgust,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-07-02-02-01-04.wav
220,female,surprise,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-08-02-02-01-04.wav
221,female,surprise,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-08-02-01-01-04.wav
222,female,surprise,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-08-01-01-02-04.wav
223,female,surprise,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-08-01-01-01-04.wav
224,female,angry,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-05-02-01-01-04.wav
225,female,surprise,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-08-01-02-01-04.wav
226,female,fear,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-06-02-01-02-04.wav
227,female,happy,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-03-02-02-02-04.wav
228,female,sad,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-04-02-02-02-04.wav
229,female,angry,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-05-02-02-02-04.wav
230,female,sad,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-04-01-01-01-04.wav
231,female,angry,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-05-02-02-01-04.wav
232,female,sad,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-04-02-01-02-04.wav
233,female,disgust,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-07-01-02-01-04.wav
234,female,fear,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-06-02-02-02-04.wav
235,female,surprise,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-08-01-02-02-04.wav
236,female,fear,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-06-01-02-01-04.wav
237,female,disgust,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-07-02-01-02-04.wav
238,female,angry,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-05-01-02-02-04.wav
239,female,disgust,4,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_04/03-01-07-01-01-01-04.wav
240,male,calm,5,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_05/03-01-02-02-01-01-05.wav
241,male,calm,5,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_05/03-01-02-01-01-01-05.wav
242,male,calm,5,/content/drive/MyDrive/audio_speech_actors_01-24/Actor_05/03-01-02-01-02-01-05.wav
