file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,emotion
data\AudioData\DC\a11.wav,0 days,0 days 00:00:02.657346939,28.119349,0.1423684,24.384665,27.787016,32.20343,7.8187656,239.28296,114.63789,43.59153,36.605755,1.1106064,0.9152573,0.1677,0.6844065,2.267036,2.099336,25.221258,12.060846,13.526176,5.2577057,1.2465845,1.2013499,33.941795,0.38367307,11.351059,1.1572744,19.115095,0.66970354,11.412185,0.82440484,0.05262619,2.825141,1.2222384,0.8118298,7.428928,0.4408945,4.145292,2.1511428,29.090141,0.3803463,515.94135,0.39670533,1225.842,0.1631494,-63.98607,-1.3985835,1633.6361,0.13802388,970.8994,0.3803818,-77.599556,-1.0193257,2661.304,0.10795943,973.7335,0.48770246,-80.60572,-0.9602783,-25.442923,-0.33112916,33.005745,0.3445602,-0.039902158,-1.1378739,-0.03628701,-0.381837,1.7915076,0.850558,39.822742,0.28675917,10.110671,1.5376834,20.505241,0.7364474,9.764007,1.112532,-41.545715,55.778214,-0.13765423,-0.005515465,0.05993563,3.409091,1.5444016,0.4425,0.3545684,0.146,0.13922644,-15.837319,anger
data\AudioData\DC\a12.wav,0 days,0 days 00:00:03.315079365,31.70437,0.22820187,28.1075,31.816715,33.913334,5.805834,658.3969,807.1062,80.27092,36.766426,1.2892762,0.91328484,0.1544759,0.9150598,2.2559268,2.101451,24.311562,14.074509,27.722704,14.863755,1.6197932,1.149788,29.933537,0.68739945,11.028726,1.2833449,14.66121,0.840193,2.2361755,5.7114525,0.043143872,1.9233557,1.1807648,0.7347777,6.4622035,0.5591683,2.996093,3.0709887,29.641914,0.6246163,559.7282,0.35194913,1242.5756,0.2151659,-89.68035,-1.0694617,1643.9646,0.17284237,1058.3462,0.32401377,-97.29377,-0.8794146,2689.0164,0.13485561,900.7495,0.4177423,-100.474625,-0.8251002,-22.99713,-0.41181257,30.804735,0.3408818,-0.019944599,-1.9557236,-0.039840635,-0.43114755,2.6427917,0.68812954,39.165432,0.49754217,7.9829535,1.925097,12.350911,1.2330635,-2.1030543,-6.608721,-35.010475,47.32754,-0.123413436,-0.011396189,0.20394348,3.3333335,2.1538463,0.2642857,0.1547216,0.205,0.24164367,-15.632236,anger
data\AudioData\DC\a13.wav,0 days,0 days 00:00:04.683242630,31.141106,0.19981462,27.351917,31.045425,33.904156,6.5522385,331.1781,298.63898,43.01333,66.73463,1.3790691,0.87456733,0.152781,1.0905313,2.4281745,2.2753935,29.599506,19.166079,25.095543,14.453616,1.7325066,1.258243,32.808613,0.58003783,11.102244,1.0761716,12.621972,1.2255483,3.3335664,4.8760495,0.025644356,1.2918382,1.2460929,0.75610006,7.564014,0.34486777,7.694229,1.3146927,33.138374,0.41880658,588.96454,0.36571306,1317.6412,0.20591532,-76.45021,-1.1855533,1638.9528,0.18774873,992.37006,0.35057357,-83.464615,-0.9656809,2748.4392,0.13388526,926.4481,0.47276473,-88.604996,-0.8682495,-23.548204,-0.3659669,31.262411,0.33353597,-0.02709228,-1.7713797,-0.037406724,-0.56422025,2.5209599,0.92986584,41.099976,0.39418018,8.7954,1.49209,10.272314,1.7283854,-0.008187989,-2133.194,-34.478527,47.461018,-0.11818151,-0.008387367,0.21210846,4.0685225,1.948052,0.3333333,0.32013884,0.14299999,0.1878856,-14.193389,anger
data\AudioData\DC\a14.wav,0 days,0 days 00:00:05.393605442,32.61943,0.25411025,27.665865,31.227705,35.00806,7.3421955,335.41055,370.82394,61.88646,37.7585,1.4304678,0.9430805,0.13388115,1.0589979,2.6085422,2.474661,29.378506,16.176188,26.735968,12.330951,1.7835888,1.2197956,29.675526,0.70575124,7.896688,1.7505827,17.703115,1.0295422,5.776541,2.38634,0.027648736,1.200218,1.3910685,0.6687363,6.425736,0.59321517,3.3459485,3.2101517,24.805498,0.6713712,547.5546,0.34444895,1256.0817,0.23631889,-66.48796,-1.3294073,1621.438,0.1533231,1038.8461,0.3577193,-73.11471,-1.0911382,2590.7253,0.11168349,1078.7443,0.41581807,-74.45963,-1.0532594,-19.711119,-0.51144373,27.840029,0.41170382,-0.008285888,-6.3022823,-0.03364343,-0.57004833,2.487448,0.90078723,34.514454,0.6375208,6.3005333,2.2486553,16.69204,1.2264388,3.0775638,4.82594,-31.82624,43.603893,-0.10710785,-0.010222355,0.110132314,4.089219,1.3157896,0.53571427,0.46976763,0.1775,0.14737283,-14.812535,anger
data\AudioData\DC\a15.wav,0 days,0 days 00:00:04.920022676,29.99639,0.11523149,26.703444,30.089287,33.236874,6.53343,343.43863,492.01688,40.711983,18.609888,1.400744,0.92031413,0.13160609,1.0804684,2.4773092,2.3457031,25.217691,11.6907835,17.337685,9.966911,1.6043099,1.1116043,33.69823,0.4802268,10.075074,1.5021493,18.252005,0.8344545,7.0006914,1.7812016,0.033657406,1.9312454,1.3382828,0.8769126,7.293602,0.54599327,7.011867,1.5667189,28.304077,0.4140343,508.0257,0.31057665,1291.7314,0.13112475,-60.998363,-1.4317607,1609.7014,0.13215306,951.7785,0.3569761,-73.74822,-1.060157,2582.0427,0.1099371,957.5183,0.39403376,-75.99449,-1.0123996,-21.902178,-0.35351673,29.84984,0.35233366,-0.001857905,-24.242086,-0.034494396,-0.37216538,2.2255354,0.7991653,39.612206,0.36155254,8.1379595,2.050609,18.610016,0.939618,6.260453,2.0385633,-32.66623,44.186905,-0.09641486,-0.013456023,0.099947765,3.258656,1.4403293,0.48714286,0.44943503,0.1625,0.19651653,-13.871518,anger
data\AudioData\DC\d01.wav,0 days,0 days 00:00:04.360589569,30.940805,0.2546265,26.449585,30.306253,32.529366,6.0797806,114.12535,98.60921,113.14571,83.09311,0.8286882,0.7502462,0.1702571,0.73996454,1.4020656,1.2318085,11.553611,7.7426043,10.479049,9.385104,0.8303628,1.1203197,32.291412,0.6063218,14.927915,0.7259782,21.64567,0.7603665,6.5256467,1.9510835,0.054893192,2.1842718,1.4100792,0.86603695,8.113285,0.4429417,7.0110254,2.3082078,31.727346,0.57322615,576.84845,0.42743868,1200.9033,0.2943117,-71.3723,-1.2570605,1701.978,0.16521375,940.8947,0.38010058,-81.83852,-0.9587818,2760.4565,0.12025469,875.3942,0.49412125,-84.649536,-0.90201074,-27.751276,-0.3023754,35.056984,0.23967183,-0.04604298,-1.0137182,-0.03582411,-0.5679049,1.18161,0.79766905,38.222073,0.51901716,15.326375,0.81714016,22.68437,0.82593983,2.908491,4.797662,-38.93452,52.92404,-0.13183944,-0.007018729,0.09986379,3.448276,1.627907,0.4142857,0.25706348,0.17714284,0.20679279,-19.353249,disgust
data\AudioData\DC\d02.wav,0 days,0 days 00:00:03.920317460,28.86078,0.101785354,26.204792,29.90125,31.2829,5.078108,106.55055,120.1126,46.32432,79.33817,0.8801429,0.83809406,0.14969622,0.63984007,1.7184395,1.5687432,12.064312,8.565598,12.400073,6.8060365,0.7122758,1.1202934,36.67219,0.43811136,8.260856,1.8376659,14.774671,0.99449307,8.756207,1.3352127,0.044005346,2.5906727,1.3208709,0.8806133,7.6302147,0.35244644,4.1617236,1.5188208,29.524363,0.30066636,516.42725,0.29883754,1284.7654,0.11038824,-80.70386,-1.1693399,1579.4471,0.13891342,1034.1976,0.2583625,-91.48801,-0.93290526,2607.9646,0.091085434,892.7736,0.42674527,-95.187935,-0.8641712,-24.030163,-0.39233506,33.463192,0.31140482,-0.04626083,-0.69201356,-0.035184883,-0.3585536,1.1122754,0.70646346,46.970264,0.20752878,5.166419,3.2428033,13.448931,1.3471981,7.034373,1.9524453,-37.966705,50.61109,-0.12575673,-0.010741632,0.08494405,2.8132994,0.77720207,0.78666663,0.61948,0.3575,0.27940786,-20.94859,disgust
data\AudioData\DC\d03.wav,0 days,0 days 00:00:02.348004535,28.932178,0.16608994,25.68492,30.520668,32.860924,7.1760044,76.549194,74.32478,27.105616,30.866747,0.8457099,1.050694,0.14759114,0.28122148,1.6693792,1.5217881,11.245817,8.306695,16.254229,9.371328,0.7756794,1.3583349,33.862446,0.4082842,11.803871,0.935361,18.566809,0.8146102,9.937953,1.1982888,0.03947486,2.600123,1.1718304,0.857067,8.140438,0.43714663,5.1128416,1.7169483,31.588217,0.46136737,538.02576,0.28791937,1290.9252,0.14755405,-102.613846,-0.9305498,1681.6188,0.14398363,949.8638,0.39846462,-112.98991,-0.7552095,2746.3616,0.09854124,882.84674,0.41571218,-115.48692,-0.71728384,-24.587982,-0.38212657,31.259516,0.35357773,-0.035387244,-0.89329255,-0.04036596,-0.35309467,1.4613266,0.7379562,45.343052,0.22035879,8.902125,1.6405201,19.712591,1.0530715,5.427193,2.8535225,-42.32408,56.29533,-0.13183694,-0.007349927,0.083173916,2.5751073,0.877193,0.575,0.325,0.35999998,0.21969675,-19.024567,disgust
data\AudioData\DC\d04.wav,0 days,0 days 00:00:04.381541950,28.971899,0.16485065,25.296816,30.57006,32.58037,7.283556,310.87604,321.9809,40.345787,47.80866,0.6416942,0.8321512,0.15270655,0.48171306,1.1549424,1.0022359,12.380066,4.433037,10.373369,5.7185493,0.5964684,1.1731884,29.922138,0.52991563,15.039919,0.6265613,23.167452,0.5624061,10.212533,1.1410323,0.04771399,1.739099,1.6330854,0.88109106,7.9493337,0.5001662,9.5284395,0.86328274,32.561043,0.3106914,563.8737,0.42480654,1279.8657,0.17238899,-97.23809,-0.94468856,1701.1843,0.16351275,903.1131,0.3687362,-106.03907,-0.77776456,2742.997,0.11599515,854.77216,0.38964596,-108.22115,-0.74305254,-28.981071,-0.22301555,35.380817,0.23574038,-0.049495287,-0.8162539,-0.036399037,-0.5016812,0.97081614,0.72793967,38.490807,0.3835805,16.112738,0.596885,26.750607,0.56528336,9.023494,1.5481286,-37.062828,49.673622,-0.12111877,-0.009438855,0.14245921,3.4324944,1.8518519,0.2925,0.09769212,0.20111111,0.20517984,-21.25013,disgust
data\AudioData\DC\d05.wav,0 days,0 days 00:00:03.102721088,30.206104,0.17333597,26.120214,29.963213,32.96085,6.8406353,309.24033,133.07072,6.7680416,36.01876,0.8656629,0.8768314,0.14934626,0.6196789,1.6475964,1.4982501,15.018842,9.738217,10.071775,4.1065774,0.88258004,1.2854004,35.050003,0.52045166,12.965052,0.93356687,12.505843,0.9486132,1.6493609,9.058318,0.046953216,1.644146,1.2648257,0.85141015,7.9963264,0.4019895,1.9538666,3.9492965,35.329388,0.474775,545.8888,0.38888654,1294.9799,0.18205528,-83.63023,-1.1193525,1605.0559,0.23401257,1069.981,0.29017317,-93.39402,-0.88470465,2765.9119,0.15733603,894.825,0.41869244,-99.61535,-0.78006387,-29.48171,-0.29653898,39.079403,0.2445593,-0.046070665,-0.8877679,-0.039692223,-0.46494147,1.3845801,0.8696469,44.94302,0.33861798,15.134263,0.82630414,9.19905,1.4199274,-3.3865738,-4.56589,-36.700348,50.04356,-0.123431034,-0.009436348,0.10723624,3.236246,1.6447369,0.36599997,0.33499852,0.18333334,0.22095752,-18.721125,disgust
data\AudioData\DC\d06.wav,0 days,0 days 00:00:03.301882086,27.81304,0.103190914,25.520926,27.255499,30.598757,5.0778313,256.82764,333.2978,41.64011,21.13297,0.6980269,0.9508089,0.16484883,0.4698204,1.3243269,1.1594781,12.369957,6.6683154,10.255159,4.8630204,0.64326227,1.3417883,30.499813,0.5890036,14.888041,0.6889345,19.2742,0.666472,7.4382434,1.7735099,0.025116459,1.1443279,1.4043584,0.9522631,7.1470313,0.28597867,4.928193,1.4478472,34.013767,0.38467017,547.87866,0.3608788,1328.9232,0.15160215,-105.49494,-0.89223826,1669.7001,0.15512633,1061.8237,0.360776,-114.82289,-0.7325012,2727.833,0.11468169,1068.029,0.38898543,-117.774124,-0.6907645,-29.389246,-0.30175382,36.06396,0.29902568,-0.048181735,-0.8164541,-0.046518233,-0.42534876,1.218279,0.76309246,44.3115,0.25242534,13.296036,1.0223024,20.440708,0.8555713,3.0510516,5.341848,-37.73261,50.565727,-0.12859783,-0.008860017,0.09742549,3.343465,1.8518518,0.25833333,0.13969213,0.22285715,0.21244928,-20.979067,disgust
data\AudioData\DC\d07.wav,0 days,0 days 00:00:02.699160998,29.61726,0.20669615,24.712175,29.369932,32.432014,7.719839,616.04193,434.3349,10.254442,20.903614,0.703274,0.94714224,0.14886785,0.42300504,1.3897138,1.2408459,11.916389,8.1982975,11.486753,7.4046206,0.76853466,1.3811338,28.075857,0.70888126,16.861362,0.6755619,18.48724,0.7722027,8.455259,1.10804,0.021784723,1.2630153,1.1545691,0.84450567,8.262422,0.28532657,10.558645,1.001547,35.773945,0.42294937,505.7972,0.43364432,1270.8004,0.14201826,-102.8125,-0.927159,1591.8187,0.16577478,1054.1982,0.31630477,-113.42778,-0.7345144,2587.4314,0.119575195,995.8539,0.3735405,-116.04911,-0.6951866,-27.4795,-0.28714907,38.557518,0.2560386,-0.05237479,-0.9397153,-0.030351635,-0.44109756,1.4639367,0.7660202,39.979805,0.437917,17.088724,0.8381066,19.093147,1.0234958,7.4875274,1.4782262,-37.456833,49.674053,-0.13290337,-0.007636516,0.06468641,2.6119404,1.5209126,0.3275,0.23742104,0.305,0.2512469,-19.035152,disgust
data\AudioData\DC\d08.wav,0 days,0 days 00:00:04.402517007,28.399496,0.11748342,25.625206,28.769024,31.588999,5.963793,178.36563,189.79558,42.59484,30.291693,0.80152875,0.9722244,0.14810526,0.43808421,1.5354596,1.3873544,17.630268,9.694946,8.458243,3.9478705,0.7039179,1.3589774,35.42724,0.37834433,11.741707,1.1055409,17.446617,0.8617829,9.453018,1.1700535,0.02588546,1.9402248,1.1790183,0.90635365,8.028406,0.33532214,5.759175,1.3204457,30.326168,0.3860384,570.73224,0.43702227,1280.4781,0.13676235,-80.5188,-1.0999694,1647.382,0.18113667,1048.9926,0.35815856,-89.8701,-0.8993262,2697.2021,0.10809448,956.02936,0.4787456,-93.89412,-0.82707673,-27.589878,-0.3448941,37.119827,0.30013615,-0.06160799,-0.7439377,-0.03467065,-0.42117393,1.0809996,0.9516192,42.606606,0.27286035,10.506308,1.5150042,17.714409,1.0527172,6.388432,1.982086,-41.799866,56.24999,-0.13226861,-0.008358195,0.055166766,2.5056949,2.0737329,0.2988889,0.18567859,0.17999999,0.19202863,-20.084963,disgust
data\AudioData\DC\d09.wav,0 days,0 days 00:00:04.638367347,29.549215,0.09878838,26.478994,29.490911,32.582912,6.103918,149.92586,221.18634,30.14222,19.380571,0.9080428,0.8631669,0.15032831,0.70097446,1.5682974,1.4179691,20.62231,13.931926,9.617661,5.0397873,0.7591858,1.3563396,33.33063,0.5704624,12.724134,1.2680413,19.565193,0.74434495,11.724941,0.68482065,0.01973996,1.24847,0.9179337,0.946668,8.541116,0.28729478,6.7002,1.1568067,30.605396,0.35801676,537.9508,0.322468,1303.7781,0.1385753,-78.80427,-1.1485095,1669.1847,0.12906004,1007.2233,0.3273292,-89.90195,-0.9002704,2690.1511,0.106731825,919.5327,0.37196958,-92.94472,-0.8466935,-25.597372,-0.37210727,33.490913,0.32817072,-0.055258494,-0.7325653,-0.033068713,-0.37789655,1.124521,1.0011722,43.322746,0.30988982,10.074438,1.8299519,20.512392,0.85286987,11.046808,0.805178,-36.73755,48.852707,-0.12765552,-0.010176755,0.1149851,3.030303,1.3129103,0.48166665,0.4400536,0.22142856,0.19253412,-19.72526,disgust
data\AudioData\DC\d10.wav,0 days,0 days 00:00:04.533537414,30.154577,0.09949955,27.469475,30.636444,33.075382,5.6059074,143.04071,179.79274,32.02656,16.993574,0.966994,0.85879666,0.1479997,0.755108,1.7935317,1.6455319,15.118773,7.570518,14.407008,7.9397216,0.88162273,1.1718614,34.843895,0.49692473,12.93108,0.9655737,16.563635,0.85582674,8.011582,1.3722261,0.022223305,1.5851003,1.0802176,0.8714658,8.987957,0.29933906,4.696921,2.5635757,33.692146,0.47046456,540.2885,0.32141134,1287.8234,0.13180302,-83.04092,-1.114156,1667.8243,0.16447806,1021.6461,0.3046641,-94.74215,-0.8702449,2717.604,0.13139854,1015.45575,0.3716677,-99.18859,-0.79660857,-27.092747,-0.32307687,35.58671,0.28310513,-0.03754987,-1.029042,-0.03968811,-0.38005987,1.3812054,0.7489579,45.046806,0.2818301,12.026481,1.2271385,14.92135,1.1658478,5.073678,2.3672612,-38.210766,50.586445,-0.12612188,-0.009932697,0.1150302,3.097345,1.5659956,0.38142857,0.22503515,0.20625,0.2000586,-18.07244,disgust
data\AudioData\DC\d11.wav,0 days,0 days 00:00:03.563945578,27.840279,0.12143125,24.904364,28.283945,31.006886,6.102522,263.51105,242.28958,67.6921,40.535805,0.7405109,0.96348184,0.14859492,0.4170301,1.3516659,1.2030709,16.68371,10.405496,10.736472,3.5991013,0.6509951,1.271025,32.728867,0.4381794,13.514924,0.8167419,19.736958,0.7221469,11.433906,0.89548236,0.024032814,0.9446374,1.2841197,0.96542364,7.9651256,0.3691618,3.5554667,2.8111045,29.198744,0.39650834,551.2595,0.43173152,1299.5118,0.15062581,-83.56638,-1.08472,1658.4984,0.15423773,1046.1663,0.38324177,-93.29735,-0.8721367,2675.6565,0.113884114,1107.6741,0.508681,-95.966,-0.82614195,-26.481974,-0.35043663,35.638134,0.32686046,-0.057254646,-0.76550287,-0.032307137,-0.41790572,1.0096984,0.8660466,39.88219,0.33031473,12.9278,1.0564697,21.120314,0.8373409,10.974781,1.1323265,-40.383366,53.806667,-0.1289484,-0.011122111,0.07252895,3.0985916,1.7142857,0.35666668,0.28193775,0.17571428,0.23119919,-21.304186,disgust
data\AudioData\DC\d12.wav,0 days,0 days 00:00:03.721179138,29.823647,0.18570851,26.638569,29.437216,31.706253,5.067684,261.92697,211.6746,47.330784,22.707394,0.90115577,0.9618973,0.15022646,0.51047796,1.8636926,1.7134662,18.880701,17.707254,15.612987,7.6813016,1.0501502,1.2918801,30.529753,0.626862,13.036817,0.73871315,14.89766,0.99509734,7.2195997,1.7608527,0.039404843,1.4121165,1.5991178,0.8751978,6.806887,0.36034283,-0.5020147,-11.632074,31.732817,0.45240366,550.79126,0.4026952,1268.7698,0.19785771,-100.17916,-0.96362305,1585.0746,0.16860585,1120.9281,0.38937178,-106.67231,-0.81186634,2625.8962,0.12507822,980.6241,0.36954314,-111.475395,-0.736546,-25.448925,-0.32024345,35.97781,0.29535985,-0.033772588,-1.4103281,-0.03792109,-0.5187508,1.9114058,0.71971864,41.091873,0.43382272,11.972358,1.0737205,12.195488,1.6020073,3.5210357,4.4613957,-37.685947,50.77398,-0.1250491,-0.009897848,0.11936028,3.2345016,1.9125683,0.2657143,0.14008743,0.20625,0.25777593,-18.007036,disgust
data\AudioData\DC\d13.wav,0 days,0 days 00:00:05.634149660,29.302454,0.20045093,26.532764,28.650347,31.329592,4.7968273,886.45685,986.99976,82.543335,53.92321,0.85193264,0.7995771,0.1552311,0.70687604,1.4404116,1.2851804,15.883702,7.002509,12.004012,7.650895,0.8121063,1.0995227,35.111443,0.5299421,13.336074,0.9805903,16.138678,0.9102623,7.476533,1.699441,0.022525918,1.4298558,1.3855511,0.8897941,7.9407516,0.32618782,6.322293,1.307008,34.810337,0.49200067,550.3414,0.38426602,1296.8248,0.1788177,-77.74042,-1.1485744,1638.1229,0.18539721,1071.1354,0.32674512,-87.34323,-0.91047096,2716.5881,0.13244155,977.8454,0.3988924,-92.35603,-0.8249079,-27.227104,-0.34809646,36.333332,0.31317216,-0.051829703,-0.8098919,-0.036881875,-0.47622213,1.1843036,0.76326764,43.255444,0.3825757,13.510946,1.1300291,14.6356945,1.1450267,5.1190968,2.7902956,-37.347103,50.481476,-0.12369343,-0.011608287,0.1265714,4.092527,1.9748654,0.32363635,0.1504099,0.176,0.21129127,-19.726173,disgust
data\AudioData\DC\d14.wav,0 days,0 days 00:00:05.686598639,30.541945,0.14412928,28.0536,30.275558,32.17385,4.1202507,611.2849,962.7081,39.84304,53.45578,0.9240468,0.8360113,0.15181026,0.7140844,1.6945176,1.5427073,17.514936,8.525298,16.53001,7.6672564,0.8686924,1.0407495,33.766804,0.5263167,12.464668,0.9287434,14.771122,1.1820713,7.6712923,1.6810421,0.02922359,2.4509406,1.3112637,0.729158,8.517487,0.29745373,2.8896108,2.9088361,30.167027,0.3881347,511.64896,0.3620474,1277.7472,0.15695925,-78.53179,-1.1635138,1566.5559,0.17785098,1060.62,0.37756827,-88.527016,-0.9226,2604.03,0.11550566,954.1052,0.46468267,-92.495285,-0.8493171,-24.263805,-0.29433984,33.68615,0.2533346,-0.04291597,-0.8693067,-0.033157464,-0.5075241,1.3073729,0.6655219,41.448044,0.4084762,11.949798,1.0755055,13.228018,1.5940198,4.4735155,3.324993,-38.166325,51.135445,-0.124426395,-0.008047893,0.11762412,4.0564375,2.1352313,0.28916666,0.18887644,0.1575,0.21467513,-19.284883,disgust
data\AudioData\DC\d15.wav,0 days,0 days 00:00:06.055782313,28.539272,0.08188744,26.798538,28.869236,30.215485,3.4169464,172.31981,174.06451,48.606766,40.717556,0.9343405,0.7602308,0.22935286,0.7736927,1.4979699,1.268617,12.961228,6.818746,9.319951,4.3502717,0.8313358,0.98914945,34.790752,0.5361856,17.05038,0.83872163,19.667871,0.90762347,8.754359,1.358851,0.031231888,2.4472318,1.1750158,0.9180959,8.123105,0.3360814,5.595887,1.6838604,34.275906,0.37849742,522.6838,0.38524666,1291.4283,0.18716913,-55.771015,-1.4530416,1648.2294,0.14689966,1042.0283,0.3685098,-70.23376,-1.0277287,2689.409,0.11016243,999.0057,0.46791437,-75.41048,-0.9180406,-27.585842,-0.3117747,37.29667,0.29352903,-0.051413763,-0.8311062,-0.036333695,-0.3954902,1.0576991,0.7778559,41.66813,0.3442156,16.990124,0.90989876,19.737328,0.9969569,7.655405,1.7149621,-34.96379,46.509815,-0.12977193,-0.010302611,0.15059379,3.4768212,1.5025042,0.49555555,0.2819421,0.14777777,0.11773583,-19.312056,disgust
data\AudioData\DC\f01.wav,0 days,0 days 00:00:03.312380952,35.235027,0.093674384,33.71111,35.39145,36.07304,2.3619308,228.32573,148.75557,35.81594,29.208176,1.2945322,0.817266,0.17102835,1.0639129,2.5196133,2.348585,20.9364,10.437968,19.114061,8.643125,1.5711714,1.1793091,30.821388,0.56404084,15.23055,0.579975,15.776422,1.0918114,2.8604429,5.498473,0.020462448,1.1623709,1.148937,0.9671131,10.5927925,0.24224679,17.554699,0.5822796,34.559853,0.34437674,490.4508,0.37171534,1233.623,0.19864754,-82.94305,-1.146635,1545.2397,0.1827668,968.76965,0.26658806,-89.903366,-0.9058011,2587.9614,0.10442995,786.8877,0.38025042,-93.5149,-0.83979756,-26.517134,-0.27941984,34.206535,0.25202626,-0.003830856,-13.180011,-0.036106914,-0.4218365,2.3898113,0.7939952,37.381454,0.44282976,16.074726,0.6125629,13.75329,1.4379611,-3.602757,-4.5953,-37.011368,50.808475,-0.12300968,-0.008712088,0.21343517,3.939394,1.8461539,0.33499998,0.24019091,0.218,0.19843388,-13.179828,fear
data\AudioData\DC\f02.wav,0 days,0 days 00:00:03.396213152,35.794716,0.025511906,35.107925,35.88697,36.52457,1.416645,46.43105,31.569422,13.455201,14.692866,1.2652998,0.8832387,0.1506511,1.0141249,2.5885506,2.4378996,19.97018,14.334295,18.451471,11.187194,1.2520847,1.2286961,32.438293,0.4356278,12.636223,0.7528649,9.308433,1.6512662,4.9785037,2.5293102,0.015290503,1.6291614,1.0147592,0.9135083,11.645461,0.16084702,12.914961,0.9504182,33.58045,0.27823898,499.89542,0.27543256,1277.0867,0.1138128,-90.71719,-1.0821946,1541.8428,0.13850945,1032.982,0.2776422,-99.58627,-0.8738379,2590.832,0.09091376,875.23975,0.41261983,-104.17916,-0.7967643,-23.804747,-0.28985402,32.741028,0.2405732,0.00346763,10.499481,-0.03410778,-0.27279204,2.1007378,0.7370503,42.136555,0.19270988,10.318708,1.0375024,3.9772494,4.633172,-0.4391497,-30.286839,-38.16382,50.621864,-0.11934558,-0.01090513,0.1661855,3.550296,0.9009009,0.62333333,0.48725992,0.3475,0.2981086,-15.292343,fear
