file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,emotion
data\AudioData\KL\a11.wav,0 days,0 days 00:00:02.410884354,25.578003,0.14665745,22.103329,24.313786,29.416582,7.3132534,62.87649,28.442633,60.84262,53.150105,0.21573897,0.88602185,0.041144595,0.15648326,0.39912733,0.35798275,4.019231,2.9112892,2.9081426,1.0495465,0.10114656,1.1603281,29.701048,0.5348935,12.993517,0.7917014,21.83197,0.7071705,4.7713866,3.7462187,0.03708692,1.0982422,1.4255424,0.70221174,6.2595124,0.51287764,3.2800505,3.7863195,23.659887,0.45642066,557.89624,0.42511764,1227.7305,0.1847901,-67.37549,-1.3490913,1635.6417,0.19326298,939.9002,0.36981612,-78.61068,-1.037521,2649.2146,0.1305124,976.9282,0.37994397,-81.21069,-0.98087406,-24.081097,-0.32951888,32.4635,0.320931,-0.026824856,-1.770338,-0.026821012,-0.6380062,0.1485039,0.7942144,35.553394,0.446028,10.065087,1.0811545,23.61671,0.76987916,-0.6860762,-28.056067,-38.865883,52.20877,-0.11089087,-0.004763403,0.006903804,2.9166667,1.2820513,0.5233333,0.2978068,0.175,0.13124405,-37.60348,anger
data\AudioData\KL\a12.wav,0 days,0 days 00:00:03.085963719,28.403238,0.25225252,24.416397,27.927475,29.703375,5.286978,287.91962,513.15436,91.9826,64.42676,0.22093767,0.9866065,0.029388368,0.15593417,0.38094744,0.35155907,4.106999,2.6734977,4.625538,3.109924,0.12665342,1.2446626,27.584276,0.75109833,16.156612,0.66107047,17.135395,0.76182455,-1.830907,-10.551697,0.03130745,1.1444294,1.6367366,0.6184302,4.4400606,0.87581944,-1.5218515,-9.874898,26.05343,0.6020265,489.68677,0.35154817,1258.338,0.1844711,-83.20072,-1.1546829,1479.4795,0.20213251,1046.4434,0.28981432,-91.73498,-0.9246699,2548.283,0.10008515,829.5338,0.5183278,-95.29568,-0.85867006,-22.701847,-0.38869652,32.55813,0.33402935,0.015322222,3.1951432,-0.031305708,-0.60733855,0.20257089,0.82914436,37.33258,0.4985088,13.513215,0.91445804,14.759613,0.89208096,-8.855519,-2.2349544,-27.571613,38.65323,-0.07226731,-0.007168768,0.020948514,3.583062,2.3333333,0.24714284,0.1431996,0.15857142,0.18442409,-37.178955,anger
data\AudioData\KL\a13.wav,0 days,0 days 00:00:04.580702948,28.27008,0.27308413,23.51477,26.928131,29.660393,6.1456223,609.91046,982.1588,102.0786,99.53012,0.20620847,0.9227603,0.028319495,0.15584205,0.34532976,0.31701025,3.3974562,2.1907163,3.3472774,2.0405114,0.1130296,1.3158034,28.319431,0.7572858,16.883968,0.69367343,16.07991,1.0229735,-2.4943511,-8.507074,0.037107285,1.1306968,1.333903,0.7641005,4.0806794,0.8648369,1.6581048,7.1307507,31.080158,0.6100441,607.3514,0.33481795,1231.0483,0.19855408,-86.48603,-1.0680718,1696.0504,0.2131139,971.79,0.39463213,-93.15384,-0.88811594,2782.0928,0.12939389,925.6087,0.3595199,-95.82942,-0.83354217,-23.870493,-0.4704379,32.994526,0.35539398,0.001136396,39.014397,-0.03776977,-0.6663236,0.1768536,0.916212,37.242107,0.5640809,15.351327,0.7973538,14.6756935,1.3380562,-11.165438,-1.9631999,-29.523664,41.52682,-0.08035979,-0.004840748,0.016602177,3.9387312,2.4336283,0.24272728,0.1647638,0.16,0.18038847,-38.066406,anger
data\AudioData\KL\a14.wav,0 days,0 days 00:00:04.845918367,27.820473,0.22982322,23.707157,27.304077,30.051285,6.3441277,657.4737,800.1508,51.90691,24.71315,0.23141858,0.88352615,0.0366323,0.18333554,0.38929367,0.35266137,4.7889833,2.6437137,3.9502254,2.735243,0.11927126,1.0874829,30.58176,0.60155654,11.862352,1.1176325,18.896652,0.77017033,2.3245223,7.0695457,0.037166636,1.2429287,1.6131012,0.766894,4.8458347,0.68711996,-1.028723,-11.994403,27.042486,0.58334094,538.9597,0.3714079,1253.1682,0.2122471,-68.46978,-1.3059851,1587.6375,0.18915258,1073.4607,0.324739,-80.73529,-0.9712877,2559.9167,0.12741159,1001.49005,0.3757751,-82.428055,-0.92797714,-22.540995,-0.39621496,30.685865,0.32275406,0.007003851,6.7872963,-0.029682156,-0.6266252,0.16639695,0.7939322,37.85406,0.4320629,9.124939,1.4239153,18.393291,0.84293926,-1.6089386,-10.980245,-28.43314,40.37426,-0.072916314,-0.008613219,0.024010373,3.9337475,2.9288704,0.22,0.12767145,0.09133333,0.09576824,-38.0021,anger
data\AudioData\KL\a15.wav,0 days,0 days 00:00:04.002086167,27.662836,0.21149182,24.388653,26.604979,30.234367,5.8457146,593.03406,1208.2108,37.86582,40.063534,0.23906475,0.84534246,0.03600589,0.18473344,0.40649557,0.3704897,4.05352,2.2889643,4.065627,3.0020347,0.13137776,1.0104308,31.608007,0.6049791,14.706425,0.86392945,21.427006,0.8696933,1.9562477,8.302937,0.031800233,0.9722865,1.3794105,0.7243261,4.888421,0.67966986,1.4664419,6.4086404,29.733097,0.4425753,460.24374,0.34088627,1268.2567,0.18137984,-61.078815,-1.4642817,1494.3833,0.16874985,940.8973,0.35526744,-74.78821,-1.0487459,2559.8022,0.12367488,908.9098,0.35249028,-77.17482,-0.9819208,-22.300976,-0.35985112,31.567425,0.31724283,0.013606383,3.1873221,-0.027740125,-0.5998218,0.18309423,0.6977792,38.4,0.45250502,11.274673,1.1199442,20.790396,0.9521635,-0.90699464,-19.522745,-30.15259,40.759724,-0.08239807,-0.008793514,0.012504413,4.010025,2.2900765,0.29999998,0.2073644,0.14428571,0.1146245,-37.207275,anger
data\AudioData\KL\d01.wav,0 days,0 days 00:00:03.786122449,29.25159,0.27332002,23.93869,28.826605,31.280949,7.3422585,261.9014,266.9402,100.39761,78.335976,0.17094211,0.7537061,0.041277,0.15792187,0.2590615,0.2177845,2.3414063,1.8364934,2.0682113,1.5859568,0.079356,1.0735794,28.74914,0.6981557,15.634518,0.5656423,23.143347,0.8103561,6.4270496,2.8143256,0.044862434,1.2254342,1.4265572,0.6522198,7.0211964,0.47175208,4.52874,3.4667983,29.415329,0.66048545,563.02936,0.4203517,1192.917,0.23430125,-76.58444,-1.234403,1686.302,0.19167331,983.65625,0.36673737,-86.54188,-0.94568974,2758.662,0.11315397,978.63116,0.39211217,-88.37506,-0.9080262,-28.68163,-0.30152652,36.86682,0.26677296,-0.027600676,-1.7885082,-0.029928053,-0.79002386,0.115871005,0.75081205,35.66359,0.55347747,15.97081,0.6402574,26.807625,0.7806364,2.5435157,8.3593855,-35.549946,49.375416,-0.10283089,-0.003868682,0.016580125,3.713528,2.419355,0.25666666,0.19020456,0.121999994,0.10860938,-39.902885,disgust
data\AudioData\KL\d02.wav,0 days,0 days 00:00:02.803469388,25.520504,0.12904519,22.514763,26.052437,28.04446,5.5296974,38.399605,16.106953,24.175457,26.314842,0.20425461,0.85038245,0.03775668,0.16396537,0.3782711,0.34051442,2.943852,1.561582,2.4692638,1.3224587,0.07291071,1.0093254,37.21095,0.44645655,11.494499,0.9018585,8.221228,1.7692527,1.7458042,8.711915,0.02736061,1.3751705,1.5259186,0.84018123,6.5444436,0.45798215,-1.4687425,-3.4407663,28.836248,0.30522367,467.28006,0.36381397,1296.4949,0.11949961,-71.18136,-1.3601816,1414.1348,0.18484451,1083.2528,0.18030246,-81.631424,-1.076372,2486.4492,0.11498678,1006.78125,0.28682846,-89.40063,-0.91692907,-23.23709,-0.32575262,35.54115,0.24841477,-0.012677751,-2.8151731,-0.03413045,-0.43768674,0.11056028,0.6217451,47.413155,0.21420431,7.693777,1.450167,5.258249,3.0156639,-3.9713883,-3.6278658,-35.639095,50.128902,-0.09925392,-0.007503651,0.010004818,3.2258065,1.098901,0.5733333,0.46449497,0.31,0.16970561,-39.613968,disgust
data\AudioData\KL\d03.wav,0 days,0 days 00:00:01.849727891,28.666273,0.15415062,24.015064,31.30796,32.262238,8.247173,293.95947,360.19928,89.05139,101.17285,0.13505757,1.0856467,0.026849082,0.058918145,0.23184004,0.20499097,2.1259274,1.3009443,2.4912882,0.99203694,0.06445208,1.4705541,29.907228,0.46481034,17.667702,0.49759305,17.981146,0.8133941,6.182906,3.6850417,0.05411426,1.7600584,1.4298941,0.89587635,6.5005913,0.79818654,8.736628,1.2667031,32.134567,0.31190586,533.6098,0.33062217,1237.3143,0.17484623,-102.53437,-0.92673856,1578.4122,0.17219076,945.0058,0.41614747,-112.692764,-0.7609448,2634.4495,0.10502024,790.93835,0.430503,-114.42371,-0.7300531,-24.528107,-0.2600882,32.559963,0.20469715,0.002468613,15.504375,-0.034464575,-0.53480595,0.12351383,0.84313834,41.43799,0.23385598,13.4899235,0.7619337,19.357069,1.0119622,-3.4937172,-7.9182396,-35.85792,48.847656,-0.08454092,-0.006821722,0.005111792,2.1857924,1.1235955,0.45,0.24,0.27666664,0.16357125,-42.22979,disgust
data\AudioData\KL\d04.wav,0 days,0 days 00:00:03.410408163,26.136944,0.14746638,22.16741,25.208643,30.411362,8.243952,262.6387,260.192,35.35188,11.275339,0.15694655,0.93151915,0.028946005,0.09848259,0.27418345,0.24523744,3.106289,1.8301634,2.9284096,1.6477983,0.088298924,1.2878348,29.61199,0.5809379,18.652567,0.48264086,15.211907,0.8317839,1.6520885,9.963419,0.04283253,1.3179572,1.7909454,0.7034366,4.4791956,0.6103728,0.50104636,17.378145,29.185087,0.3467515,488.49985,0.3674342,1297.5579,0.18542859,-87.327866,-1.0962641,1514.8083,0.19911483,1072.4053,0.30251917,-98.892494,-0.85645765,2540.1604,0.13393888,972.6142,0.3633884,-102.456245,-0.7954831,-24.675137,-0.25690147,33.648663,0.21126954,0.012278916,3.51367,-0.03249595,-0.5538311,0.14973533,0.79967684,39.270855,0.38067567,15.042903,0.6561778,14.796479,1.0231411,-4.454024,-3.632818,-31.834282,43.79268,-0.08342707,-0.010307974,0.010218634,3.8235295,2.6865673,0.20222221,0.08676632,0.13399999,0.15768322,-40.33826,disgust
data\AudioData\KL\d05.wav,0 days,0 days 00:00:02.919070295,27.533821,0.27569824,23.102873,25.830254,30.755814,7.6529408,187.34604,187.39299,73.02727,79.25875,0.15774114,0.9434732,0.028648403,0.09761737,0.2735569,0.24490848,2.91791,1.3589629,2.1561263,0.9824326,0.088481024,1.1936331,33.210186,0.52587616,19.667189,0.5358761,14.6587715,0.6892408,-0.120375015,-174.30806,0.09472928,1.4941467,1.8632802,0.79449916,4.824993,0.73224443,0.95280623,10.711026,35.197006,0.41968998,536.73706,0.32561797,1275.2837,0.14998485,-80.057755,-1.1735203,1605.618,0.21080121,1079.5256,0.31619135,-93.15442,-0.8709584,2679.25,0.13163966,918.0742,0.32265526,-95.80734,-0.8186243,-28.603354,-0.31754148,37.62639,0.27243018,0.009098701,4.95554,-0.03363427,-0.81111336,0.13605049,0.79821795,41.389175,0.39907452,20.023079,0.5397315,13.973538,0.841414,-6.7893634,-3.4851358,-33.59334,45.79504,-0.07285325,-0.011393382,0.010989807,3.1034484,1.7543861,0.352,0.29075074,0.16333334,0.12578641,-39.755054,disgust
data\AudioData\KL\d06.wav,0 days,0 days 00:00:02.799410431,24.266531,0.1220416,22.28181,24.473614,26.220327,3.9385166,186.57921,221.45229,92.52227,127.35021,0.14035349,0.85669696,0.040935297,0.09633356,0.24148431,0.20054902,2.628003,1.0329646,2.0349307,1.0342764,0.06472866,1.4261997,29.73966,0.59206784,17.13987,0.60853344,19.002186,0.5332499,3.0169897,6.3218236,0.03445835,1.2615905,1.773605,0.7282525,5.5200477,0.4495785,-4.307537,-5.695045,24.414417,1.1493164,530.4118,0.36654177,1334.7672,0.1723551,-88.32355,-1.0779272,1605.4087,0.17622438,1126.0653,0.27775759,-101.45523,-0.82804745,2699.2444,0.09593391,1162.3733,0.37386164,-104.15176,-0.7795405,-31.388597,-0.28855947,39.845604,0.23214619,-0.030973071,-1.3739169,-0.0344829,-0.611482,0.10542286,1.0137272,41.274803,0.2946102,16.358952,0.7924645,20.476793,0.60730445,-1.4055833,-15.749743,-35.665318,48.187157,-0.098024525,-0.008011068,0.014175115,3.5971224,2.197802,0.24833333,0.13789086,0.15857142,0.122989945,-41.898495,disgust
data\AudioData\KL\d07.wav,0 days,0 days 00:00:01.904761905,25.978983,0.13195926,23.349714,25.522568,29.659464,6.3097496,83.293945,25.162895,33.21396,13.603645,0.1475757,1.053532,0.027664393,0.06967982,0.27168936,0.24402496,3.0016592,2.3214881,3.7517116,2.9048052,0.080311194,1.551386,28.342718,0.5387135,14.471274,0.87588227,24.906855,0.63348824,11.205367,0.9669712,0.04418527,1.2526901,1.6866766,0.70188177,5.500938,0.41873842,4.5006413,2.0142238,29.307423,0.38175008,459.45847,0.37144005,1232.9115,0.16714448,-91.96466,-1.068168,1548.8594,0.12507762,959.205,0.3550414,-103.32488,-0.8438984,2534.9485,0.1337772,913.43756,0.22430415,-104.77839,-0.8191642,-22.616455,-0.2962955,29.446587,0.27892584,-0.00335437,-14.041726,-0.019734386,-0.47271553,0.14604983,0.96227884,37.99248,0.37176186,7.4976573,1.7548088,33.049118,0.49984258,13.301782,0.7988883,-34.663555,46.286537,-0.08852347,-0.010793787,0.005123344,2.6455026,1.0869566,0.49499997,0.235,0.39499998,0.005,-39.892864,disgust
data\AudioData\KL\d08.wav,0 days,0 days 00:00:03.290045351,24.594168,0.12516972,21.922451,25.084986,27.30218,5.3797283,222.95047,244.99747,29.029,8.047848,0.1698103,1.1513118,0.027592808,0.078471474,0.3201652,0.29257238,3.047875,1.5708622,3.1904309,1.9742246,0.08710089,1.5427742,33.96932,0.43856856,16.896315,0.6675153,16.805563,0.83380055,0.11307057,185.26384,0.031956773,0.9798532,1.5482403,0.85320354,4.3685384,0.71611893,0.60821325,16.691029,29.527874,0.29091057,488.27148,0.37773964,1313.1832,0.13473159,-84.038246,-1.1388817,1512.2192,0.20416161,1033.2262,0.29342717,-95.92485,-0.8960844,2619.488,0.12552938,963.6994,0.44033286,-99.65707,-0.8283135,-24.697674,-0.2826131,33.623493,0.2527612,0.005148949,8.4059,-0.041737724,-0.4873931,0.1467786,1.0375146,43.601246,0.26976484,11.613014,1.0446225,16.178154,1.0532589,-11.022974,-1.915954,-37.227276,50.03729,-0.08888568,-0.009238117,0.006640498,2.7439024,2.1671827,0.26,0.100853495,0.1575,0.14788087,-38.787785,disgust
data\AudioData\KL\d09.wav,0 days,0 days 00:00:03.867256236,27.613503,0.163945,24.35218,26.868074,30.340878,5.988697,85.2699,51.63271,45.186775,60.665897,0.19113076,0.89172804,0.02764577,0.14591436,0.3380957,0.31044993,3.4800236,2.081775,2.6795957,1.2784799,0.07310595,1.0835285,30.81038,0.67008084,14.893214,1.0380628,16.345076,0.7428733,4.50392,3.080519,0.022101995,1.2096853,1.1803768,0.8466265,6.3991723,0.4234025,3.4061313,1.6470038,30.866726,0.31285802,466.96106,0.3514077,1282.664,0.16799448,-79.56497,-1.1925403,1464.7004,0.17318566,1032.0884,0.25693712,-89.68648,-0.94945395,2498.7424,0.12973697,905.29364,0.41510594,-94.372,-0.8606711,-21.324564,-0.3592028,30.212421,0.2795644,0.003375832,11.760759,-0.027637172,-0.46030137,0.11357208,0.6825259,42.464035,0.38141972,8.646443,1.8362925,14.939444,0.93753844,0.011404021,1221.8208,-32.938786,45.174557,-0.08896102,-0.007043099,0.010788743,3.6363637,1.8469657,0.3242857,0.24944837,0.17125,0.16427396,-41.275803,disgust
data\AudioData\KL\d10.wav,0 days,0 days 00:00:03.434331066,26.369118,0.12129068,23.608356,27.147385,29.089981,5.4816246,458.37454,668.83026,62.347202,70.94416,0.17861164,0.82687724,0.033083986,0.1463947,0.30863196,0.27554798,3.408307,1.5464438,2.9630284,1.7047061,0.08563849,1.084654,37.2434,0.4221078,17.574327,0.6477504,17.20752,0.70600724,3.619276,3.9744456,0.029020824,1.7846564,1.5321552,0.9244971,6.2597246,0.5123751,0.9744257,8.0337,36.29515,0.33082798,526.38947,0.3657511,1302.9518,0.13809717,-68.074394,-1.3024929,1622.06,0.20954801,1077.2716,0.35621884,-82.07293,-0.9530732,2677.3699,0.14034815,1048.2762,0.32882476,-87.53776,-0.85138214,-27.040308,-0.26618242,36.41733,0.2529683,0.008299939,4.905725,-0.032622583,-0.5194081,0.12102688,0.7713839,45.5523,0.23255798,14.602321,0.86338496,17.179422,0.81512976,0.95370555,16.55426,-33.614906,45.10305,-0.08014084,-0.01332083,0.010666466,4.0935674,2.0771513,0.3228571,0.20823848,0.12,0.12010412,-39.673576,disgust
data\AudioData\KL\d11.wav,0 days,0 days 00:00:03.170022676,25.969376,0.16761804,23.054016,25.421022,29.335926,6.28191,111.779465,104.975746,28.412773,19.869452,0.14755727,0.9362804,0.04041228,0.09806356,0.2420531,0.20164083,2.9329884,2.4142036,1.7071056,0.6616029,0.05955039,1.370118,31.724524,0.47009426,15.413363,0.6213004,17.844122,0.8534261,5.1180267,3.3341904,0.038168505,1.5463015,1.8702226,0.78350455,7.094144,0.49224558,0.15100826,52.20206,30.222158,0.3671912,560.71466,0.45200637,1309.7474,0.2105935,-79.800934,-1.1519502,1595.3112,0.193027,1135.6862,0.34179315,-91.05279,-0.9037578,2686.2668,0.11298187,1083.5806,0.31100214,-95.09671,-0.8306081,-28.343273,-0.27948296,39.670116,0.2629537,-0.033900477,-1.3013148,-0.02932655,-0.724975,0.087823346,1.0406591,39.372795,0.3291645,12.900659,0.80828923,18.386118,1.0194559,1.8782616,10.316231,-38.42577,51.015987,-0.10086396,-0.010579085,0.015491893,3.4810128,2.5723474,0.23124999,0.1356869,0.15285714,0.11522826,-41.180195,disgust
data\AudioData\KL\d12.wav,0 days,0 days 00:00:02.314126984,26.193783,0.13766994,22.75248,26.732956,29.683826,6.931347,259.1843,342.44962,58.215958,24.620815,0.16278714,1.1825616,0.036409136,0.07475427,0.25166023,0.21525109,3.7118428,3.2581995,5.4361315,4.761888,0.0949415,1.5591916,26.530216,0.6260398,15.003384,0.6400724,14.93588,0.7735504,1.8072319,9.040261,0.053449247,0.9581523,2.2889612,0.6070641,4.609774,0.62594813,-3.4018698,-1.9134322,25.068848,0.4130506,495.74384,0.41019306,1232.7931,0.15054078,-113.42922,-0.86823994,1482.9348,0.17480135,1103.4294,0.28081587,-121.34705,-0.7291862,2518.2053,0.09599654,855.5716,0.3725466,-124.18776,-0.6843025,-24.173319,-0.27849287,35.359283,0.23654853,-0.003282121,-13.417338,-0.028940454,-0.55549634,0.2081292,0.80725116,39.202515,0.3707898,11.638298,1.1616017,10.45037,1.2854269,-9.473912,-1.7131419,-35.336823,47.68533,-0.09531656,-0.007296774,0.010190616,3.0434783,1.7777778,0.2375,0.08954747,0.242,0.20932272,-38.947144,disgust
data\AudioData\KL\d13.wav,0 days,0 days 00:00:04.374625850,24.892754,0.16977122,21.70286,24.772825,26.931385,5.228525,192.99821,167.22688,44.285355,36.44488,0.1619016,0.8481609,0.029262802,0.12611459,0.26608938,0.23682658,2.1346474,1.0283551,1.8417244,0.6668053,0.06934305,1.164565,34.643154,0.5270647,16.716127,0.7528195,13.53458,0.9468598,-3.1603558,-5.5607934,0.039537415,2.702165,1.3670292,0.73323405,4.710641,0.68910855,0.6472344,11.614649,33.262985,0.38009316,501.19296,0.3501335,1331.1309,0.16188051,-80.342804,-1.1935618,1505.21,0.21082887,1088.9813,0.28262684,-91.12724,-0.9349598,2632.8645,0.124853574,935.9715,0.35928878,-97.391525,-0.8195719,-25.995659,-0.33488056,35.30743,0.2338252,0.013329284,2.7473907,-0.041825578,-0.48957777,0.10743605,0.7803434,45.20918,0.29788026,14.598877,0.9697833,11.2944145,1.2677715,-10.513639,-1.694309,-31.712194,43.413647,-0.074320786,-0.012896164,0.011623071,2.5229356,1.8561485,0.31625,0.24341,0.17444444,0.17211825,-40.70496,disgust
data\AudioData\KL\d14.wav,0 days,0 days 00:00:04.533151927,25.044924,0.13621438,21.530918,24.769003,28.393948,6.8630295,102.810486,80.689766,34.76039,15.862093,0.15210652,0.9585223,0.02844319,0.105608016,0.24968468,0.22124149,2.864584,1.1388154,2.7843297,1.8711544,0.078364246,1.2423033,31.771456,0.5359382,16.07361,0.72552747,17.940826,0.90696496,0.93834525,18.715204,0.036967512,1.3802303,1.4306656,0.7237988,4.2628818,0.80485123,-1.2514856,-6.348704,29.347206,0.34364536,499.9627,0.31439897,1288.984,0.16134807,-80.053314,-1.1798502,1567.9135,0.16143925,975.1376,0.360642,-92.74537,-0.90514946,2646.3335,0.11160337,1022.0462,0.37347654,-96.94837,-0.8282489,-24.020262,-0.30524555,33.824944,0.281113,0.005672601,7.123466,-0.03325283,-0.526442,0.12333949,0.84342676,41.02542,0.33545262,12.115448,1.0351747,17.92531,1.0457528,-2.93715,-6.7100124,-32.128597,43.946,-0.070615366,-0.012816556,0.013075747,3.761062,2.4719102,0.23454545,0.106204234,0.14818181,0.14751384,-41.735092,disgust
data\AudioData\KL\d15.wav,0 days,0 days 00:00:05.334444444,25.147242,0.12331015,22.731766,25.123707,27.803085,5.0713196,99.973274,97.85916,36.654633,19.502073,0.17093372,0.85620034,0.03752103,0.13746017,0.28733903,0.249818,2.947724,2.01684,2.395031,1.1952173,0.07924413,1.1417476,33.54319,0.4951299,17.90302,0.6241692,15.179069,0.9767862,-0.3737987,-44.99908,0.037449893,1.2677609,1.6489927,0.72191745,4.6978345,0.6487079,-0.6240019,-14.738081,30.047766,0.35087892,492.85165,0.36126193,1260.1497,0.20228374,-66.66965,-1.358748,1525.3268,0.19186062,1092.2667,0.30834368,-80.45043,-0.99973553,2555.0461,0.11818986,984.9954,0.40825662,-85.40144,-0.8993908,-25.194939,-0.2960737,34.80209,0.25503471,0.000528943,71.054634,-0.034288228,-0.53107655,0.10892214,0.8706181,41.35251,0.300911,15.34167,0.78593487,14.535365,1.1357895,-4.8473563,-3.6482875,-33.302242,44.666965,-0.08132434,-0.012494953,0.019475086,3.3834589,2.281369,0.28666666,0.27265158,0.13,0.10496031,-41.28874,disgust
data\AudioData\KL\f01.wav,0 days,0 days 00:00:03.936780045,29.276447,0.3099899,23.665777,29.478483,31.610115,7.944338,161.785,125.24696,156.23305,163.99072,0.15017045,0.78139895,0.040963702,0.13579845,0.24878451,0.2078208,1.9447255,1.3111161,2.4131856,0.94417965,0.07373112,1.1456733,28.31702,0.6673577,15.941563,0.49840066,23.16691,0.6902791,8.980095,1.8711483,0.072787076,1.5696121,1.8241831,0.7071264,7.0818954,0.5451106,6.650539,3.1772764,27.101124,0.69559026,621.0651,0.4466241,1258.482,0.2267296,-76.99645,-1.1747048,1721.6218,0.18654549,1014.61224,0.36406964,-85.14804,-0.93757415,2781.2874,0.10856781,1052.3505,0.26425743,-86.20489,-0.9177584,-29.401983,-0.3013292,37.861137,0.29027236,-0.03678478,-1.2266339,-0.026899805,-0.85044897,0.10685367,0.8295045,35.411583,0.5145789,15.974888,0.57361865,25.59843,0.6659615,5.8572326,3.4017866,-35.81145,48.54377,-0.104134254,-0.003518767,0.015233201,3.5714288,3.1168833,0.19999999,0.14548768,0.12888889,0.12068733,-41.24038,fear
data\AudioData\KL\f02.wav,0 days,0 days 00:00:02.672426304,27.102097,0.13116059,24.276743,28.22139,29.783983,5.5072403,151.78732,151.08643,7.0126824,37.843098,0.18998033,0.8568017,0.028461048,0.14670387,0.35905573,0.3305947,2.4401586,0.9008708,2.7129014,1.1404296,0.07023673,0.9683387,35.414738,0.4581736,12.875762,0.8297782,10.726765,1.2086321,-0.057173576,-279.71545,0.021835107,2.0489986,1.1122065,0.95576894,5.963439,0.6196195,-1.7741636,-2.3778646,30.227915,0.2832105,445.5223,0.2684722,1346.6328,0.105273,-85.8321,-1.1174912,1350.6147,0.17436473,1146.2062,0.32038078,-94.9674,-0.9176772,2434.0208,0.105864756,839.7088,0.33950952,-101.684845,-0.80074346,-21.106392,-0.31864202,32.806217,0.23252918,0.014417024,2.2660263,-0.03401847,-0.39169586,0.11404734,0.5161963,46.947433,0.19910955,7.894017,1.3986547,8.3469095,1.6977407,-9.172433,-1.4842144,-32.323257,46.16389,-0.08027236,-0.007197009,0.013539212,3.7593987,1.9157089,0.29,0.22306949,0.175,0.18732768,-40.882175,fear
